,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
3500,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3501,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3502,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3503,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3504,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3505,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3506,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3507,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3508,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3509,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3510,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3511,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3512,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3513,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3514,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3515,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3516,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3517,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3518,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3519,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3520,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3521,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3522,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3523,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3524,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3525,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3526,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3527,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3528,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3529,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3530,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3531,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3532,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3533,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3534,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data... read more",Data Scientist,,110000.0
3535,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist.... read more,Principal Data Scientist,,110000.0
3536,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional... read more",Senior Data Scientist,,110000.0
3537,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way.... read more",Senior/Principal Data Scientist,,110000.0
3538,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!... read more,Senior Data Scientist (Machine Learning),,110000.0
3539,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus.... read more",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3540,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to... read more",Data Scientist,,110000.0
